File_Path,Original_Text,Target_Translation
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_Act_01_Sub.json,"OK, follow me.",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_Bandana_Sub.json,Hey!,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_Bandana_Sub.json,"That’s, that's my mom's bandana!",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_BandanaReminder_01_Sub.json,Hey!,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_BandanaReminder_01_Sub.json,Mister!,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_BandanaReminder_02_Sub.json,Don't you know it's rude to ignore people??,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_BandanaReminder_03_Sub.json,Did you hear me?,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_BandanaReminder_05_Sub.json,What are you doing? Say something!,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_FollowMeReminder_01_Sub.json,Are you coming?,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_FollowMeReminder_02_Sub.json,Um... the dogs are this way.,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_FollowMeReminder_03_Sub.json,I thought you said you wanted to help?,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_FollowMeReminder_05_Sub.json,"Hey, could we go?",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Petya_FollowMeReminder_05_Sub.json,I'm... I'm kinda worried about my mom.,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_AmIA_Sub.json,"""Am I a pickpocket?""",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_DogsToJoke_Sub.json,Dogs?,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_IDonLooking_Sub.json,"I don't know. She was looking for you in Tretyakovskaya, but we were separated.",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_ItAlrightLook_Sub.json,"It's alright, Petya.",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_ItAlrightLook_Sub.json,"We could look for her together, if you like?",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_RightLetWhat_Sub.json,Right. Now let's see what we can do about your dog problem.,
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_ThankYouConsider_Sub.json,"Thank you, Petya, I will consider myself warned.",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_ThankYouConsider_Sub.json,"My name is Serdar, I'm an-- old friend of your mother's.",
Impact\Content\Maps\Chapters\Chapter10\RNPCE_PetyaFound\PetyaFound_L2\Ch10_RNPCE_PetyaFound_Serdar_UmSeemTo_Sub.json,"Um, I seem to remember having a bandana at some point?!",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_ICouldnToo_Sub.json,I couldn't tell.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_ICouldnToo_Sub.json,It was too loud back in the station with all those people jamming in there,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_ICouldnToo_Sub.json,waiting for the train.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_INeverMoved_Sub.json,"I never moved, not even a centimeter!",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_INeverMoved_Sub.json,She's terrible at finding her way even when there's not a crowd.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_INeverMoved_Sub.json,"She told me that one time, she even got lost in her own apartment complex",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_INeverMoved_Sub.json,for two hours.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_SheAlwaysSaid_Sub.json,"She always said not to go off alone, but then she did it anyway!",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_SheAlwaysSaid_Sub.json,"I waited and waited, but even the trains never came and I got worried",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_SheAlwaysSaid_Sub.json,that maybe something happened and she got lost.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_SheAlwaysSaid_Sub.json,She does that sometimes.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_WellMeanHave_Sub.json,"Well, I mean, almost everything.",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_WellMeanHave_Sub.json,I must have forgotten the stories she told me about you.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_WellMeanHave_Sub.json,Sorry.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_YouKnowThat_Sub.json,You know that one?,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_YouKnowThat_Sub.json,I know all of her stories by heart.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_YouKnowThat_Sub.json,"She always says I'm her best friend,",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Petya_YouKnowThat_Sub.json,so it's part of the deal that she tells me everything!,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_IsThatWhy_Sub.json,Is that why you left the station?,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_NoOffenseTaken_Sub.json,No offense taken.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_NoOffenseTaken_Sub.json,"But hey, her and me, we’ve known each other almost since the same age as that Mila’s story.",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_NoOffenseTaken_Sub.json,Only then we’ve lost trails of each other for a while...,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_PetyaYouHeard_Sub.json,"Petya, when you heard your mother's voice, what was she saying?",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_WhenSheWas_Sub.json,When she was 15!,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_WhenSheWas_Sub.json,She'd fallen asleep on her friend Mila's couch and thought she was at home!,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_YourMotherTried_Sub.json,"Your mother tried very hard to get back to you, but...",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\FirstBond\Ch10_TRAV_FollowPetya_Serdar_YourMotherTried_Sub.json,you were not easy to track down.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_MaybeWeShould_Sub.json,Maybe we should just call the pound to get them.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_MaybeWeShould_Sub.json,It's really dark in there.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_MaybeWeShould_Sub.json,"I know you've got a flashlight and everything, but...",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_MaybeWeShould_Sub.json,what if we got separated?,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_Okay_Sub.json,Okay.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_YHeardThem_Sub.json,"Y-you heard them, right??",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_YHeardThem_Sub.json,The dogs?,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_YouTotallyJust_Sub.json,You totally just made that up...,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Petya_YouTotallyJust_Sub.json,"but if you wanted to turn on some lights, that would be OK.",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Serdar_VeryGoodThen_Sub.json,"Very good then. Wait for the lamps to be on before you follow, alright?",
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Serdar_WouldYouFeel_Sub.json,Would you feel better if I lit a path for you?,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Serdar_WouldYouFeel_Sub.json,I've heard only the good dogs will venture into the light.,
Impact\Content\Maps\Chapters\Chapter10\TRAV_FollowPetya\ScaryDogs\Ch10_TRAV_FollowPetya_Serdar_YesDoSound_Sub.json,"Yes, they do sound unpleasant.",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_AreTheyGone_Sub.json,ARE THEY GONE???,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_INotStupid_Sub.json,"I'm not stupid, you know.",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_INotStupid_Sub.json,I know what you were doing.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_ISavingIt_Sub.json,I'm saving it. For the next time you need a distraction.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_Ok_Sub.json,OK...,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_RightAfterI_Sub.json,Right after I was born.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_RightAfterI_Sub.json,Babushka took it off to do the dishes--,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_WasThatMore_Sub.json,Was that more dogs?!?,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_WatchOut_Sub.json,Watch out!,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_WhatSheWill_Sub.json,What she will say is that I keep getting myself in trouble.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_WhatSheWill_Sub.json,Although I am just her son!,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_WhatSheWill_Sub.json,"She got herself in trouble so many times, too!",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_WhatSheWill_Sub.json,Did she ever tell you about how she,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Petya_WhatSheWill_Sub.json,once accidentally ate my grandmother's wedding ring?,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_IThinkThe_Sub.json,I think the worst has passed.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_IThinkThe_Sub.json,Are you alright?,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_NoDidThat_Sub.json,No! When did that happen?,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_NoDidThat_Sub.json,"Go ahead, tell it to me, it sounds really interesting!",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_SheNeverTold_Sub.json,She never told me that story.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_SheNeverTold_Sub.json,I wish I'd been there for that one.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_WellThatMakes_Sub.json,Well that makes one of us.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_WellThatMakes_Sub.json,Did you think of a funny story?,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_WhyDonThink_Sub.json,"Why don't you think of another one, OK? A funny one.",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_WhyDonThink_Sub.json,"Don’t be afraid, tell it to me, and I’ll sort it out with these mean dogs, okay?",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_YesAllOver_Sub.json,"Yes, they've... Been all over the place lately.",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_YesAllOver_Sub.json,"No one’s looking after them now, so...",
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_YouAreMost_Sub.json,You are most definitely your mother's child.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_YouHoldingSo_Sub.json,You’re holding so bravely!,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_YouHoldingSo_Sub.json,Like a man grown.,
Impact\Content\Maps\Chapters\Chapter10\TROL_ToCatacombs\DogsChase\Ch10_TROL_ToCatacombs_Serdar_YouHoldingSo_Sub.json,Your mom would’ve been real proud of you!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_ICanDo_Sub.json,I can do that.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_MommaYouHear_Sub.json,Momma!!! Did you hear her?,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SerdarThinkSomething_Sub.json,"Serdar, I think something's wrong.",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SerdarThinkSomething_Sub.json,Mom doesn't sound right.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SerdarThinkSomething_Sub.json,It's like she's scared but...,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SerdarThinkSomething_Sub.json,there's something else.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SheJustKeeps_Sub.json,She just keeps calling my name over and over...,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SheJustKeeps_Sub.json,I don't want her to worry about me...,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SheSoundsKind_Sub.json,She sounds kind of far away still.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_SheSoundsKind_Sub.json,But it's definitely her!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_ThisWay_Sub.json,This way! Come on!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_UmYouShould_Sub.json,Um... maybe you should open it.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_WowAreReally_Sub.json,"Wow, you are REALLY good with dogs.",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Petya_WowGuessYou_Sub.json,"Wow. I guess you don't like dogs, either.",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_AndToThink_Sub.json,And to think I always considered myself a cat person.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_IReallyMore_Sub.json,I'm really more of a cat person.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_IsThereAnything_Sub.json,Is there anything else?,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_ItGoingTo_Sub.json,It's going to be alright.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_ItGoingTo_Sub.json,"Keep listening for her, even if you're scared, can you do that?",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_NoIsShe_Sub.json,No. Where is she?,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_PetyaYouTell_Sub.json,"Petya, can you tell how close we are?",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\AfterLightingPathPetya\Ch10_TTR_EvadeNosalises2_Serdar_SomeConcernsAre_Sub.json,"Some concerns are out of our control, alas.",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\NosalisRunningTunnel\Ch10_TTR_EvadeNosalises2_Serdar_StayCloseLamps_Sub.json,There are definitely Nosal...,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\NosalisRunningTunnel\Ch10_TTR_EvadeNosalises2_Serdar_StayCloseLamps_Sub.json,"I mean dogs, in this area.",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\NosalisRunningTunnel\Ch10_TTR_EvadeNosalises2_Serdar_StayCloseLamps_Sub.json,"Petya, stay close to the lamps, I will scout ahead.",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating\Ch10_TTR_EvadeNosalises2_Petya_YesSir_Sub.json,I will try.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating\Ch10_TTR_EvadeNosalises2_Serdar_CrawlInVentWhispering_Sub.json,"Petya, is this something you can help me with?",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating\Ch10_TTR_EvadeNosalises2_Serdar_HowOpenDoor_Sub.json,I can't open this door.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating\Ch10_TTR_EvadeNosalises2_Serdar_KidNotHere_Sub.json,The kid is not here. Must have been too scared to follow me in the dark.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating2\Ch10_TTR_EvadeNosalises2_Petya_ImHere_Sub.json,I'm here.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating2\Ch10_TTR_EvadeNosalises2_Petya_ItIsSoDark_Sub.json,Sir? Could you turn on the big light above the door?,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating2\Ch10_TTR_EvadeNosalises2_Petya_ItIsSoDark_Sub.json,That will really scare away the dogs!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating2\Ch10_TTR_EvadeNosalises2_Petya_ThankYouSir_Sub.json,Thank you sir.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating2\Ch10_TTR_EvadeNosalises2_Serdar_CrawlInVentNormal_Sub.json,"Petya, is this something you can help me with?",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating2\Ch10_TTR_EvadeNosalises2_Serdar_OpenClosedDoor_Sub.json,Another closed door.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaDoorGating2\Ch10_TTR_EvadeNosalises2_Serdar_OpenClosedDoor_Sub.json,"Petya, I need your help again.",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaPathing\Ch10_TTR_EvadeNosalises2_Petya_MadeIt_Sub.json,Made it.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaPathing\Ch10_TTR_EvadeNosalises2_Petya_ThankYou_Sub.json,Thank you.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaPathing\Ch10_TTR_EvadeNosalises2_Petya_ThankYouSerdar_Sub.json,Thank you Serdar.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaPathing\Ch10_TTR_EvadeNosalises2_Petya_ThankYouSir_Sub.json,Thank you sir.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_CanWeKeep_Sub.json,Can we keep going? If you don't mind?,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_DidYouMiss_Sub.json,Did you miss a light?,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_DidYouMiss_Sub.json,I can't see you!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_HaveYouFound_Sub.json,Have you found any more lights to turn on?,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_PleaseDontLeave_Sub.json,Please don't leave me here...,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_PleaseDontLeave_Sub.json,I don't want to get lost in in the dark.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_SerdarImAfraid_Sub.json,"Serdar, I'm afraid of the dark...",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_SerdarImAfraid_Sub.json,Please turn on any lamps where it's safe.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_SerdarSerdarPlease_Sub.json,Serdar?!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_SerdarSerdarPlease_Sub.json,SERDAR!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_SerdarSerdarPlease_Sub.json,Please come back!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_SerdarWhereAre_Sub.json,"Serdar, where are you?",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_SerdarWhereAre_Sub.json,I can't see you!,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_YouAreNot_Sub.json,"You are not going to leave me behind, are you?",
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_YouPromisedTo_Sub.json,You promised to light a path for me.,
Impact\Content\Maps\Chapters\Chapter10\TTR_EvadeNosalises2\PetyaReminders\Ch10_TTR_EvadeNosalises2_Petya_YouPromisedTo_Sub.json,You promised!,
